Fecha,Departamento,Municipio,Latitud,Longitud,Dia,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,CLASE,MARCA,LINEA,MODELO,COLOR,Cantidad
01/11/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Miércoles,08:20:00 PM,BUENOS AIRES E-19,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,3,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,MOTOCICLETA,YAMAHA,BWS 125,2015,NEGRO,1
01/11/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Miércoles,12:30:00 PM,SAN ANDRES DE LOS ALTOS E-5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PUBLICO,-,TECNICO,11001000,MOTOCICLETA,AUTECO,PULSAR 200,2017,AMARILLO,1
01/11/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Miércoles,01:10:00 PM,LOS NARANJOS E-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,MOTOCICLETA,AUTECO,PULSAR 180,2017,NEGRO,1
01/11/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Miércoles,09:04:00 AM,SENA E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,MOTOCICLETA,YAMAHA,FZ 15N ,2016,ROJO,1
01/11/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Miércoles,04:55:00 PM,PATIO BONITO I E-8,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,26,MASCULINO,CASADO,COLOMBIA,EMPLEADO EJERCITO,-,TECNOLOGO,11001000,MOTOCICLETA,YAMAHA,XTZ 125,2016,NEGRO,1
01/11/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Miércoles,05:05:00 PM,LAS NIEVES E-3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,-,11001000,MOTOCICLETA,AUTECO,PULSAR 200,2017,NEGRO,1
01/11/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Miércoles,06:35:00 PM,ALTAMIRA E-4,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,MOTOCICLETA,AUTECO,PULSAR 180,2015,NEGRO,1
01/11/2017 12:00:00 AM,CUNDINAMARCA,SOACHA,,,Miércoles,04:00:00 PM,ALTOS DE FLORIDA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,25754000,MOTOCICLETA,AUTECO,PULSAR,2015,NEGRO,1
01/11/2017 12:00:00 AM,GUAJIRA,MAICAO,,,Miércoles,04:00:00 AM,OVIDIO MEJIA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,37,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,44430000,MOTOCICLETA,AUTECO,BOXER CT 100,2017,NEGRO,1
01/11/2017 12:00:00 AM,GUAJIRA,MAICAO,,,Miércoles,03:30:00 PM,07 DE AGOSTO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,21,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,44430000,MOTOCICLETA,AUTECO,LINEA STANDARD,2010,NEGRO,1
01/11/2017 12:00:00 AM,GUAJIRA,MAICAO,,,Miércoles,07:30:00 AM,20 DE JULIO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,28,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,44430000,MOTOCICLETA,AUTECO,LINEA STANDARD,2014,AZUL,1
01/11/2017 12:00:00 AM,GUAJIRA,RIOHACHA (CT),,,Miércoles,06:00:00 PM,TRAMO DE VIA,RURAL,TRAMO DE VIA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,44,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,44001000,MOTOCICLETA,SUZUKI,AX 4,2015,NEGRO,1
01/11/2017 12:00:00 AM,GUAJIRA,RIOHACHA (CT),,,Miércoles,12:40:00 PM,LAS TUNAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,33,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,44001000,MOTOCICLETA,SUZUKI,AX 4,2015,NEGRO,1
01/11/2017 12:00:00 AM,GUAJIRA,SAN JUAN DEL CESAR,,,Miércoles,10:05:00 AM,20 DE JULIO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,74,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,44650000,MOTOCICLETA,SUZUKI,FR 100,1999,VERDE,1
01/11/2017 12:00:00 AM,HUILA,LA PLATA,,,Miércoles,05:00:00 PM,LA POLA,URBANA,COMPRAVENTA,SIN EMPLEO DE ARMAS,A PIE,A PIE,61,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,PRIMARIA,41396000,MOTOCICLETA,YAMAHA,FZ 16,2012,AZUL,1
01/11/2017 12:00:00 AM,HUILA,RIVERA,,,Miércoles,05:00:00 AM,VEREDA LAS JUNTAS,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,46,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,41615000,MOTOCICLETA,AUTECO,DISCOVER 100,2012,NEGRO,1
01/11/2017 12:00:00 AM,MAGDALENA,ARIGUAN?,,,Miércoles,05:00:00 PM,VEREDA TERRONAL,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,34,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,47058000,MOTOCICLETA,AUTECO,BAJAJ,2015,NEGRO,1
01/11/2017 12:00:00 AM,MAGDALENA,SANTA MARTA (CT),,,Miércoles,12:32:00 PM,GALICIA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO EN SISTEMAS,TECNICO,47001000,MOTOCICLETA,AUTECO,BOXER CT 100,2017,NEGRO GRAFITO,1
01/11/2017 12:00:00 AM,META,GRANADA,,,Miércoles,01:30:00 AM,VILLAS DE GRANADA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,50313000,MOTOCICLETA,AUTECO,DISCOVER 135,2010,NEGRO,1
01/11/2017 12:00:00 AM,META,VILLAVICENCIO (CT),,,Miércoles,09:30:00 PM,CIUDAD PORFIA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,38,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,50001000,MOTOCICLETA,YAMAHA,BWS,2015,ROJO,1
01/11/2017 12:00:00 AM,NARINO,LA UNION,,,Miércoles,11:00:00 AM,CARLOS LLERAS,URBANA,GARAJE,SIN EMPLEO DE ARMAS,A PIE,A PIE,49,FEMENINO,VIUDO,COLOMBIA,EMPLEADO PARTICULAR,LICENCIADO,SUPERIOR,52399000,MOTOCICLETA,YAMAHA,T 110,2009,NEGRO,1
01/11/2017 12:00:00 AM,NARINO,PASTO (CT),,,Miércoles,11:00:00 AM,URBANIZACION SAN LUIS,URBANA,APARTAMENTO,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,52001000,MOTOCICLETA,AKT,AK 100,2006,AZUL,1
01/11/2017 12:00:00 AM,NORTE DE SANTANDER,CUCUTA (CT),,,Miércoles,03:00:00 AM,BARRIO TORCOROMA II,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,54001000,MOTOCICLETA,HONDA,LINEA STANDARD,2012,NEGRO GRAFITO,1
01/11/2017 12:00:00 AM,NORTE DE SANTANDER,CUCUTA (CT),,,Miércoles,03:00:00 AM,BARRIO TORCOROMA II,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,54001000,MOTOCICLETA,AKT,LINEA STANDARD,2013,NEGRO GRAFITO,1
01/11/2017 12:00:00 AM,NORTE DE SANTANDER,CUCUTA (CT),,,Miércoles,10:32:00 AM,BARRIO CECI,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,54001000,MOTOCICLETA,SUZUKI,GN 125,2015,ROJO,1
01/11/2017 12:00:00 AM,QUINDIO,CALARCA,,,Miércoles,06:30:00 PM,21 DE MAYO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,63130000,MOTOCICLETA,YAMAHA,RX 115,2005,ROJO,1
01/11/2017 12:00:00 AM,RISARALDA,DOSQUEBRADAS,,,Miércoles,08:00:00 PM,SECTOR PUENTE HELICOIDAL,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,PASAJERO VEHICULO,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,TECNOLOGO COMERCIAL,TECNOLOGO,66170000,MOTOCICLETA,YAMAHA,DT,2005,GRIS,1
01/11/2017 12:00:00 AM,SANTANDER,BARBOSA,,,Miércoles,02:00:00 AM,VILLA MARIA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,68077000,MOTOCICLETA,SUZUKI,GN 125,2010,AZUL,1
01/11/2017 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),,,Miércoles,01:40:00 AM,MANUELA BELTRAN I,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,68001000,MOTOCICLETA,YAMAHA,DT 125,1997,AZUL Y BLANCO,1
01/11/2017 12:00:00 AM,SANTANDER,FLORIDABLANCA,,,Miércoles,03:00:00 PM,LA TRINIDAD,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,CONDUCTOR MOTOCICLETA,39,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO ELECTRICO,TECNICO,68276000,MOTOCICLETA,HONDA,C 110,2013,BLANCO,1
01/11/2017 12:00:00 AM,SUCRE,SAN JUAN DE BETULIA,,,Miércoles,07:00:00 PM,CGTO. HATO NUEVO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,49,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,70702000,MOTOCICLETA,AUTECO,BOXER,2012,NEGRO,1
01/11/2017 12:00:00 AM,SUCRE,SAN JUAN DE BETULIA,,,Miércoles,07:00:00 PM,CGTO. HATO NUEVO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,49,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,70702000,MOTOCICLETA,AUTECO,PLATINO,2012,NEGRO,1
01/11/2017 12:00:00 AM,TOLIMA,IBAGUE (CT),,,Miércoles,06:45:00 AM,ANTONIO NARI?O,URBANA,FRENTE CLINICA U HOSPITAL - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,60,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73001000,MOTOCICLETA,AUTECO,LINEA STANDARD,2010,VERDE,1
01/11/2017 12:00:00 AM,TOLIMA,MELGAR,,,Miércoles,03:00:00 PM,SICOMORO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,24,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73449000,MOTOCICLETA,AUTECO,LINEA STANDARD,2015,BLANCO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,07:30:00 PM,SINDICAL E12,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,INGENIERO DE SISTEMAS,SUPERIOR,76001000,MOTOCICLETA,HONDA,BIZ ES,2006,AZUL,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,07:30:00 PM,URB. COLSEGUROS E19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,MOTOCICLETA,YAMAHA,XT 660,2007,NEGRO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,10:00:00 PM,LOS LIBERTADORES E3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,76001000,MOTOCICLETA,HONDA,CB 110,2016,GRIS,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,10:00:00 PM,SANTA ANITA E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,YAMAHA,BWS 125,2015,GRIS,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,08:00:00 PM,VALLE GRANDE E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,MOTOCICLETA,SUZUKI,BEST 125,2017,NEGRO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,07:00:00 PM,PRADOS DEL SUR E18,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,AKT,AK 100,2006,NEGRO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,08:30:00 PM,LAS ORQUIDEAS E14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,PRIMARIA,76001000,MOTOCICLETA,YAMAHA,BWS 125 ,2016,NEGRO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,05:00:00 AM,UNION DE VIVIENDA POPULAR E16,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,MOTOCICLETA,YAMAHA,LIBERO,2008,AZUL,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,09:30:00 PM,EL LIDO E19,URBANA,SEM?FORO,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,MOTOCICLETA,AUTECO,DISCOVER 100,2015,NEGRO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,03:00:00 PM,EL PONDAJE E13,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,32,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,YAMAHA,RX 100,2004,NEGRO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,10:30:00 PM,20 DE JULIO E11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,24,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,76001000,MOTOCICLETA,SUZUKI,VIVA 115,2016,NEGRO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,02:00:00 PM,LLERAS CAMARGO E20,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,MOTOCICLETA,HONDA,ECO DELUXE,2016,NEGRO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,01:00:00 PM,BELALCAZAR E9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,YAMAHA,RX 100,2005,ROJO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,05:30:00 PM,3 DE JULIO E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,24,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,TECNICO,76001000,MOTOCICLETA,SUZUKI,VIVA 115,2016,NEGRO Y BLANCO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,04:30:00 PM,ALFONSO LOPEZ I E7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,YAMAHA,T 115,2014,CHAMPA?A,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,04:30:00 PM,SECTOR ALTO LOS CHORROS E18,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76001000,MOTOCICLETA,YAMAHA,YBR 125,2010,NEGRO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,02:40:00 PM,CIUDAD 2000 E16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,YAMAHA,YBR 125,2015,ROJO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,11:45:00 AM,SAN VICENTE E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,34,FEMENINO,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,HONDA,C 100 WAVE,2012,NEGRO,1
01/11/2017 12:00:00 AM,VALLE,CALI (CT),,,Miércoles,10:05:00 AM,MOJICA E15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,MOTOCICLETA,YAMAHA,CRIPTON,2012,AZUL,1
01/11/2017 12:00:00 AM,VALLE,CANDELARIA,,,Miércoles,08:00:00 PM,CGTO CABUYAL,RURAL,CARRETERA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,36,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76130000,MOTOCICLETA,HONDA,CB 110,2016,ROJO,1
01/11/2017 12:00:00 AM,VALLE,GUADALAJARA DE BUGA,,,Miércoles,09:00:00 PM,CORR. CHAMBIMBAL/CAMPI?,RURAL,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,40,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,PRIMARIA,76111000,MOTOCICLETA,YAMAHA,LINEA STANDARD,2006,NEGRO GRAFITO,1
01/12/2017 12:00:00 AM,VALLE,SEVILLA,,,Jueves,06:40:00 PM,LA CONCORDIA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,76736000,MOTOCICLETA,YAMAHA,DT,2003,ROJO - BLANCO,1
01/11/2017 12:00:00 AM,VALLE,PRADERA,,,Miércoles,05:45:00 PM,VIA PRADERA-FLORIDA,RURAL,LAGUNAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,46,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,PRIMARIA,76563000,MOTOCICLETA,JIALING,LINEA STANDARD,2009,NEGRO,1
01/11/2017 12:00:00 AM,VALLE,TULUA,,,Miércoles,08:40:00 PM,Victoria,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,76834000,MOTOCICLETA,HONDA,C 100 BIZ,2004,VERDE OSCURO,1
01/12/2017 12:00:00 AM,ANTIOQUIA,BELLO,,,Jueves,08:00:00 PM,LA ESTACION,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,19,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,5088000,MOTOCICLETA,AUTECO,PULSAR 200,2016,AZUL,1
01/12/2017 12:00:00 AM,ANTIOQUIA,BELLO,,,Jueves,01:00:00 AM,NIQUIA CAMACOL,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,PASAJERO MOTOCICLETA,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5088000,MOTOCICLETA,AUTECO,PULSAR 200,2016,ROJO,1
01/12/2017 12:00:00 AM,ANTIOQUIA,ENVIGADO,,,Jueves,08:40:00 PM,EL SALADO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5266000,MOTOCICLETA,AUTECO,PULSAR 180,2017,NEGRO,1
01/12/2017 12:00:00 AM,ANTIOQUIA,GUADALUPE,,,Jueves,12:00:00 AM,SAN BASILIO,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5315000,MOTOCICLETA,YAMAHA,DT 125,2005,AZUL CIELO,1
01/12/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Jueves,07:30:00 PM,LA PALMA C-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNOLOGO,5001000,MOTOCICLETA,YAMAHA,RX 115,1998,NEGRO,1
01/12/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Jueves,08:00:00 PM,LA ISLA C-2,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,58,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,AUTECO,BOXER CT 100,2015,NEGRO,1
01/12/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Jueves,08:00:00 PM,LA SALLE  C-3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR MOTOCICLETA,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,AKT,AK 125,2013,NEGRO,1
01/12/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Jueves,07:00:00 PM,MORAVIA  C-4,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,5001000,MOTOCICLETA,YAMAHA,DT 125,2002,GRIS,1
01/12/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Jueves,05:00:00 AM,TRICENTENARIO C-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,43,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,MOTOCICLETA,YAMAHA,YBR 125,2016,NEGRO,1
01/12/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Jueves,06:00:00 PM,EL RAIZAL  C-3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,31,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,AKT,AK 125,2013,BLANCO,1
01/12/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Jueves,12:00:00 AM,MORAVIA  C-4,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,YAMAHA,AF 115,2012,NEGRO,1
01/12/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Jueves,01:00:00 PM,CALLE NUEVA C-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,YAMAHA,YBR 125,2016,NEGRO,1
