Fecha,Departamento,Municipio,Latitud,Longitud,Dia,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,CLASE,MARCA,LINEA,MODELO,COLOR,Cantidad
07/03/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),"6,2913889","-75,5361111",Lunes,02:30:00 AM,MANRIQUE 1  C-4,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,MOTOCICLETA,YAMAHA,DT 125,1997,NEGRO,55
07/24/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),"4,6","-74,0833333",Lunes,06:30:00 AM,URB. CLARELANDIA DEL SUR E-7,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,MOTOCICLETA,AUTECO,PULSAR 200 ,2016,AZUL,8
05/22/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Lunes,06:00:00 PM,SEVILLA  C-4,RURAL,FRENTE A COLEGIO - VIA PUBLICA,LLAVE MAESTRA,-,-,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,5001000,MOTOCICLETA,AUTECO,AGILITY 125,2014,BLANCO,4
01/14/2017 12:00:00 AM,CHOCO,QUIBDO (CT),,,Sábado,01:00:00 AM,EL JARDIN,URBANA,TRAMO DE VIA,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,LICENCIADO,SUPERIOR,27001000,MOTOCICLETA,YAMAHA,BWS,2015,ROJO,2
02/22/2017 12:00:00 AM,CAUCA,POPAYAN (CT),,,Miércoles,07:55:00 PM,VARIANTE NORTE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,39,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19001000,MOTOCICLETA,HONDA,SPLENDOR,2013,ROJO,2
03/30/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Jueves,06:30:00 PM,BOSQUES DE SAN PABLO C-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,YAMAHA,BWS 125,2012,BLANCO,2
05/05/2017 12:00:00 AM,CAUCA,POPAYAN (CT),,,Viernes,07:30:00 PM,NUEVO AMANECER,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,19001000,MOTOCICLETA,HONDA,CB 110,2017,GRIS,2
05/11/2017 12:00:00 AM,NARINO,PASTO (CT),,,Jueves,12:45:00 PM,CENTRO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,30,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52001000,MOTOCICLETA,YAMAHA,BWS,2013,NEGRO,2
01/01/2017 12:00:00 AM,ANTIOQUIA,BELLO,,,Domingo,06:30:00 AM,LA MADERA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,5088000,MOTOCICLETA,YAMAHA,RX 115,2004,ROJO,1
01/01/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Domingo,10:00:00 PM,SURAMERICANA C-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,29,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,AKT,AK 125,2017,BLANCO,1
01/01/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Domingo,08:30:00 PM,LA ROSA  C-2,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,22,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,YAMAHA,RX 115,2005,ROJO,1
01/01/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Domingo,10:00:00 AM,EL POMAR  C-3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,AUTECO,DISCOVER 100,2015,NEGRO,1
01/01/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Domingo,11:00:00 PM,13 DE NOVIIEMBRE C-8,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,AUTECO,BOXER CT 100,2016,AZUL,1
01/01/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Domingo,11:00:00 PM,EL POMAR  C-3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,AUTECO,AGILITY,2014,AZUL,1
01/01/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Domingo,07:00:00 AM,LA ISLA C-2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,AUTECO,PULSAR 135,2011,VERDE,1
01/01/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Domingo,02:30:00 PM,EL CHAGUALO C-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR MOTOCICLETA,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,5001000,MOTOCICLETA,YAMAHA,XT 660,2011,BLANCO,1
01/01/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Domingo,04:30:00 PM,MANRIQUE 1  C-4,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,AUTECO,BOXER CT 100,2015,NEGRO,1
01/01/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Domingo,09:20:00 PM,PAJARITO C-7,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,AUTECO,BOXER 100,2006,NEGRO,1
01/01/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Domingo,12:30:00 PM,ARANJUEZ  C-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,AUTECO,BOXER CT 100,2015,NEGRO,1
01/01/2017 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),,,Domingo,09:25:00 PM,NOEL C-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,MOTOCICLETA,AKT,AK 125,2017,AZUL,1
01/01/2017 12:00:00 AM,ANTIOQUIA,YOLOMB?,,,Domingo,04:15:00 AM,CHIQUINQUIRA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,52,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,5890000,MOTOCICLETA,HONLEI,HL 100 B,2007,ROJO,1
01/01/2017 12:00:00 AM,ARAUCA,SARAVENA,,,Domingo,08:00:00 PM,MODELO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,29,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,-,SECUNDARIA,81736000,MOTOCICLETA,AUTECO,LINEA STANDARD,2012,BLANCO,1
01/01/2017 12:00:00 AM,ATLANTICO,SABANALARGA,,,Domingo,11:21:00 PM,CORDIALIDAD,URBANA,ESTADERO,LLAVE MAESTRA,-,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,8638000,MOTOCICLETA,YAMAHA,FZR,2011,ROJO,1
01/01/2017 12:00:00 AM,BOLIVAR,CARTAGENA (CT),,,Domingo,07:00:00 PM,ARROZ BARATO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,13001000,MOTOCICLETA,HONDA,CB 110,2016,NEGRO,1
01/01/2017 12:00:00 AM,BOLIVAR,CARTAGENA (CT),,,Domingo,08:30:00 PM,SAN FRANCISCO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR MOTOCICLETA,25,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,13001000,MOTOCICLETA,AUTECO,BAJAJ,2016,NEGRO,1
01/01/2017 12:00:00 AM,BOLIVAR,CARTAGENA (CT),,,Domingo,06:00:00 PM,CHIQUINQUIRA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,25,MASCULINO,SOLTERO,COLOMBIA,EDUCADOR,-,SUPERIOR,13001000,MOTOCICLETA,AUTECO,BAJAJ,2016,NEGRO,1
01/01/2017 12:00:00 AM,BOLIVAR,CARTAGENA (CT),,,Domingo,05:30:00 PM,EL EDUCADOR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,13001000,MOTOCICLETA,HONDA,CB 110,2015,NEGRO,1
01/01/2017 12:00:00 AM,BOLIVAR,CARTAGENA (CT),,,Domingo,01:50:00 PM,VISTA HERMOZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,21,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,13001000,MOTOCICLETA,AUTECO,BOXER CT 100,2014,NEGRO,1
01/01/2017 12:00:00 AM,BOLIVAR,EL CARMEN DE BOLIVAR,,,Domingo,11:10:00 PM,SECTOR EL CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,13244000,MOTOCICLETA,AUTECO,BOXER CT 100,2012,AZUL,1
01/01/2017 12:00:00 AM,CALDAS,LA DORADA,,,Domingo,10:29:00 AM,LAS FERIAS,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,56,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,17380000,MOTOCICLETA,AUTECO,BAJAJ,2012,NEGRO,1
01/01/2017 12:00:00 AM,CAUCA,CALDONO,,,Domingo,05:30:00 AM,VDA EL SOCORRO,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,19137000,MOTOCICLETA,AKT,AK 150,2015,AZUL,1
01/01/2017 12:00:00 AM,CAUCA,INZ?,,,Domingo,07:40:00 PM,VDA SAN PEDRO,RURAL,CARRETERA,SIN EMPLEO DE ARMAS,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19355000,MOTOCICLETA,HONDA,ECO DELUXE,2011,NEGRO,1
01/01/2017 12:00:00 AM,CAUCA,MERCADERES,,,Domingo,10:00:00 PM,SAN FERNANDO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19450000,MOTOCICLETA,HONDA,LINEA STANDARD,2016,NEGRO,1
01/01/2017 12:00:00 AM,CAUCA,POPAYAN (CT),,,Domingo,05:00:00 AM,LA PAZ,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PUBLICO,-,TECNICO,19001000,MOTOCICLETA,HONDA,SPLENDOR,2012,NEGRO,1
01/01/2017 12:00:00 AM,CAUCA,POPAYAN (CT),,,Domingo,04:00:00 AM,LA LADERA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19001000,MOTOCICLETA,YAMAHA,V 100,2006,ROJO,1
01/01/2017 12:00:00 AM,CAUCA,POPAYAN (CT),,,Domingo,06:30:00 AM,LAS VEGAS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19001000,MOTOCICLETA,HONDA,CB 110,2014,ROJO,1
01/01/2017 12:00:00 AM,CAUCA,PURAC?,,,Domingo,11:00:00 PM,VDA PALETARA,RURAL,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,51,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,19585000,MOTOCICLETA,SUZUKI,TS 125,1995,ROJO,1
01/01/2017 12:00:00 AM,CAUCA,SILVIA,,,Domingo,10:00:00 PM,CENTRO,URBANA,FRENTE A DISCOTECAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,AGRONOMO,SUPERIOR,19743000,MOTOCICLETA,HONDA,SPLENDOR,2009,ROJO,1
01/01/2017 12:00:00 AM,CESAR,LA JAGUA DE IBIRICO,,,Domingo,01:00:00 PM,VEREDA,RURAL,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,58,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,20400000,MOTOCICLETA,YAMAHA,LIBERO,2010,NEGRO,1
01/01/2017 12:00:00 AM,CESAR,PELAYA,,,Domingo,10:00:00 AM,VEREDA,RURAL,ESTADERO,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20550000,MOTOCICLETA,AUTECO,BOXER CT 100,2007,NEGRO,1
01/01/2017 12:00:00 AM,CESAR,VALLEDUPAR (CT),,,Domingo,12:00:00 AM,INVASION GUASIMALES,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20001000,MOTOCICLETA,HONDA,ECO 100,2005,NEGRO,1
01/01/2017 12:00:00 AM,CESAR,VALLEDUPAR (CT),,,Domingo,06:30:00 PM,7 DE AGOSTO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,20001000,MOTOCICLETA,AUTECO,BOXER CT 100,2014,AZUL,1
01/01/2017 12:00:00 AM,CESAR,VALLEDUPAR (CT),,,Domingo,04:30:00 AM,5 DE ENERO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR MOTOCICLETA,26,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERO MECANICO,SUPERIOR,20001000,MOTOCICLETA,YAMAHA,FZ 16,2012,BLANCO,1
01/01/2017 12:00:00 AM,CESAR,VALLEDUPAR (CT),,,Domingo,03:20:00 PM,INV.BRISAS DE LA POPA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,49,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20001000,MOTOCICLETA,AUTECO,PULSAR,2011,NEGRO,1
01/01/2017 12:00:00 AM,CHOCO,QUIBDO (CT),,,Domingo,11:00:00 PM,NICOLAS MEDRANO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27001000,MOTOCICLETA,YAMAHA,BWS,2006,AZUL,1
01/01/2017 12:00:00 AM,CORDOBA,LORICA,,,Domingo,03:30:00 AM,EL CENTRO,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23417000,MOTOCICLETA,SUZUKI,LINEA STANDARD,2008,NEGRO,1
01/01/2017 12:00:00 AM,CORDOBA,MONTERIA (CT),,,Domingo,05:00:00 AM,OSPINA PEREZ,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR MOTOCICLETA,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,23001000,MOTOCICLETA,AKT,LINEA STANDARD,2012,NEGRO,1
01/01/2017 12:00:00 AM,CORDOBA,MONTERIA (CT),,,Domingo,11:00:00 PM,VILLA ROSARIO,URBANA,SECTOR RESIDENCIAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,TECNICO EN SISTEMAS,TECNICO,23001000,MOTOCICLETA,AUTECO,BOXER CT 100,2009,NEGRO,1
01/01/2017 12:00:00 AM,CORDOBA,MONTERIA (CT),,,Domingo,07:30:00 AM,NUEVO HORIZONTE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR MOTOCICLETA,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,23001000,MOTOCICLETA,AUTECO,BOXER CT 100,2016,NEGRO,1
01/01/2017 12:00:00 AM,CORDOBA,MONTERIA (CT),,,Domingo,06:30:00 AM,COLINA REAL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,44,FEMENINO,VIUDO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,23001000,MOTOCICLETA,AUTECO,BOXER CT 100,2010,NEGRO,1
01/01/2017 12:00:00 AM,CORDOBA,PLANETA RICA,,,Domingo,06:30:00 AM,VILLALIBIA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23555000,MOTOCICLETA,SUZUKI,A 100,2012,NEGRO,1
01/01/2017 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),,,Domingo,07:30:00 AM,QUIROGA IHS ETAPA E-18,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,41,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,11001000,MOTOCICLETA,AKT,AK 150,2013,NEGRO,1
01/01/2017 12:00:00 AM,GUAJIRA,FONSECA,,,Domingo,08:00:00 AM,LA CANDELARIA,URBANA,FRENTE CLINICA U HOSPITAL - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,44279000,MOTOCICLETA,AUTECO,BOXER,2014,AZUL,1
01/01/2017 12:00:00 AM,HUILA,CAMPOALEGRE,,,Domingo,07:00:00 PM,PANAMA,URBANA,FRENTE A DISCOTECAS,LLAVE MAESTRA,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,41132000,MOTOCICLETA,HONDA,LINEA STANDARD,2008,NEGRO,1
01/01/2017 12:00:00 AM,HUILA,NEIVA (CT),,,Domingo,10:00:00 AM,ALAMOS NORTE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,37,FEMENINO,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,41001000,MOTOCICLETA,HONDA,C 100 WAVE,2011,GRIS,1
01/01/2017 12:00:00 AM,HUILA,PITALITO,,,Domingo,06:50:00 PM,LAS AMERICAS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,41551000,MOTOCICLETA,SUZUKI,VIVA 115,2006,NEGRO,1
01/01/2017 12:00:00 AM,HUILA,SALADOBLANCO,,,Domingo,03:30:00 PM,OBRERO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,24,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,41660000,MOTOCICLETA,YAMAHA,LINEA STANDARD,2005,AZUL,1
01/01/2017 12:00:00 AM,MAGDALENA,CIENAGA,,,Domingo,12:30:00 PM,CENTENARIO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47189000,MOTOCICLETA,HONDA,LINEA STANDARD,2013,AZUL,1
01/01/2017 12:00:00 AM,META,CASTILLA LA NUEVA,,,Domingo,05:00:00 PM,VEREDA CACAYAL,RURAL,FINCAS Y SIMILARES,LLAVE MAESTRA,A PIE,A PIE,21,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,50150000,MOTOCICLETA,AKT,AK 100,2016,NEGRO,1
01/01/2017 12:00:00 AM,NARINO,BUESACO,,,Domingo,03:30:00 AM,EL SOCORRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,CONDUCTOR MOTOCICLETA,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,52110000,MOTOCICLETA,AUTECO,DISCOVER 125,2014,NEGRO,1
01/01/2017 12:00:00 AM,NARINO,PASTO (CT),,,Domingo,07:30:00 PM,NUEVA ARANDA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,23,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,52001000,MOTOCICLETA,AUTECO,JETIX 125,2008,ROJO,1
01/01/2017 12:00:00 AM,NARINO,PASTO (CT),,,Domingo,10:00:00 PM,CGTO. DE OBONUCO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,53,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,52001000,MOTOCICLETA,HONDA,CB 110,2014,AZUL,1
01/01/2017 12:00:00 AM,NARINO,PASTO (CT),,,Domingo,05:00:00 AM,TAMASAGRA I,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR MOTOCICLETA,27,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52001000,MOTOCICLETA,HONDA,ECO DELUXE,2014,NEGRO,1
01/01/2017 12:00:00 AM,NARINO,PASTO (CT),,,Domingo,05:00:00 AM,TAMASAGRA I,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,52001000,MOTOCICLETA,HONDA,SPLENDOR,2012,NEGRO,1
01/01/2017 12:00:00 AM,NARINO,PASTO (CT),,,Domingo,11:00:00 AM,NIZA II,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,52001000,MOTOCICLETA,KEEWAY,CS110,2016,NEGRO,1
01/01/2017 12:00:00 AM,NARINO,PASTO (CT),,,Domingo,03:00:00 AM,EL CALVARIO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,52001000,MOTOCICLETA,JINCHENG,JC 100,2000,NEGRO,1
01/01/2017 12:00:00 AM,NARINO,SAMANIEGO,,,Domingo,02:30:00 AM,EL PROGRESO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,47,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,52678000,MOTOCICLETA,SUZUKI,AX 100,2008,AZUL,1
01/01/2017 12:00:00 AM,NARINO,SANDON?,,,Domingo,05:00:00 AM,MELENDEZ,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,48,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,-,PRIMARIA,52683000,MOTOCICLETA,SUZUKI,LINEA STANDARD,1999,VERDE,1
01/01/2017 12:00:00 AM,NARINO,T?QUERRES,,,Domingo,07:00:00 PM,VOLADERO,URBANA,FRENTE IGLESIA - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,52838000,MOTOCICLETA,YAMAHA,DT 125,1997,BLANCO,1
01/01/2017 12:00:00 AM,NORTE DE SANTANDER,OCANA,,,Domingo,08:30:00 PM,COLINAS DE LA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,20,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,54498000,MOTOCICLETA,YAMAHA,FZ 16,2013,AZUL Y BLANCO,1
01/01/2017 12:00:00 AM,SAN ANDRES,SAN ANDRES (CT),,,Domingo,05:30:00 AM,SECTOR CENTRO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,49,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,88001000,MOTOCICLETA,YAMAHA,BWS,2017,NEGRO,1
